tweets,sentiment
"Did Twitter temporarily disable editing whos tweets go to your mobile? Currently, I can neither turn specific ppl on nor off ",0
Computer in my office crashed ,0
"Hey Ramon, I know we're not close. But trust me, my eyes are fierce. Haha! Sorry Ramon. ",0
Google Profiles... This is weird. http://google.com/profiles/hbbear9 Shame I can't change it ,0
Guys.. I'm so sorry but I have to reply to you guys later. Just know that I love you and I swear I'll make up for it  nighty night friends,0
"@rockpapershot oh  man so jealous, doesn't unlock for me until Tuesday ",0
What a rainy F1! Force India seem so lost in Shanghai ,0
"@iblogologist like the post, but see now art work. ",0
@shontane haha oh those are pretty! stilllllll going on that s&amp;e shit  lol,0
Miss my Yoshi already and he's not even mine ,0
"I cant wait for the beach, but I HATE packing... ",0
@steveheath i could use another dunkins this morning but i'm stuck with work coffee ,0
need to crack on and start packing this flat up...why oh why do I have so many clothes!! ,0
wtF? y are coke cans so small?!?! same goes for Starbucks glass bottles this makes me upset ,0
@errinmerrrill no even worse. The party till you pass out shirt ,0
@Rubyam I don't know what it is  Maybe you can enlighten me,0
@Kelly_McFLY33 No what they actually did the nurse regonised me.Well my back is SO SO sore and i can hardly walk  :\  wby ?  x,0
I'm so happy  I didn't expect to have one..let alone him. And I didn't expect to be pretty much asked either!,0
"Sinus infections suck especially on a Saturday.    Oh well, I'll just nap until the antibiotic kicks in!  Happy weekend!",0
@uncleo awwww poor baby...maybe its time to start blockin haha ,0
Virtually cuddling is no where near the same thing.  i lo0o0o0o0ve kels!,0
i can't feel that it is the summer holidays  WHEN WILL THAT FEELING COME??,0
"@Jayme1988 still a day off either way, a good thing! neice's bd party sat &amp; prob some work on sunday. i've been doing 6day work wk days ",0
ewww i hate history coursework ,0
Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad. ,0
working out how to handle an uploaded file on the server...I might have to read the documentation  I hope not #yui,0
@natalietran sounds good..but stuck in Brisbane ,0
"@EllaPsycho , again, I'm over sorry. I swear it was not you, it was me ",0
omg i know @madisonxgeorgie ,0
is catching up on celebrity gossip bc I can't sleep ,0
Its all @brownskinbunnies fault that I'm stuck inside with the guys. All fam...not even w/ my guy ,0
Another loser: just lost the game  http://tinyurl.com/nm4y3l,0
Ugh. Too much happened today. I really need a hug ,0
@tee_gee Limes in a zone 5? I had no idea one could do that. I may have to rethink my back garden.  I may lose my little Norfolk pine. ,0
"wants to stay in oslo, but has to return to the dull netherlands this evening ",0
too cold to go swimming ,0
I have the biggest effing headache. WTF? ,0
@sunny525 Wasn't given that option.  This is Fourth call today ,0
@OfficialMelB i miss your hot butt miss.Mel.  peeps not the same!,0
"@Jayme1988 lmao... everytime... it just makes me want to watch it, and i cant ",0
think I ate a bad leftover Subway sandwich ,0
There's a lifeguard at the knollwood pool named parker and people keep calling his name. I thought my name was unique ,0
"just got back from a hike, I feel so bad for my old dog   we walked like 2 miles and he was about to pass out, anyway how is everyone!",0
saying goodbye to Pat McGee Band  but heading over to set up Kristen &amp; the Noise!,0
Had low iron so I couldn't donate doubles today. Gave whole blood instead. Never happened before in the almost 20 times I've donated. ,0
before the storm.. i had plans! blaaah ,0
@clickwindrepeat she has a bald spot on her back that she won't leave alone.    @ChiefDork whipped up the piece of couture.  ,0
"@CasualLavish Oh no, who closed?  I bought a ton of nancy drew books from etsy seller this weekend. Revisting childhood!",0
is thinking its so hard when your in love that one person and they are in love with someone else ,0
my baby is awake ,0
my tongue is burny... ,0
 I FEEL SO..... REPLACED.,0
@cherrywopie korean dramas? arent you in japan? ahaha  my bus broke down today  ill tell you the details when you get back!,0
My sunburns hurt to much to even sleep on my side/stomach ,0
"I may as well not even sleep, just get ready for work ",0
@staceyandeen: Good luck with that. We didn't get any financial help from the breeder when our puppy came with various illnesses. ,0
Can't find my camera ,0
@ babiiluv23 I miss you 2 fend! I told u 2 come ,0
@tomcmfly Tom! I love you! you are so cool!  thanks for visitingchile! you're the best! Sorry for acting so savagely at the airport ,0
Last ride with my baby girl alexus ,0
"@SugaWright it is soOo windy here!! I don't like this, at all! Not what I signed up for. ",0
"@roninofragnarok You can use the # to specify a keyword, like : #nintendo or #e3 ! The search will be better and faster ! ",1
@Seriouz973 heyy! yuuu welcummm ,1
not a lonely day after all. ,1
nap time. all this pettiness has worn me out ,1
"@Akihikio Indeed, it's very convenient.  Take pictures and tweet them plz. lol",1
"didnt get to see up, but was pretty satisfied with the variety of tagalog movies &amp; convos. ",1
@Zwoise and your other matties  ?,1
@MZ_KISS LOL wassup mamasz ,1
@johnchandler ... good then I still have about a year left!! ,1
@scruffypanther i love the boosh! ...it's my religion!  x,1
"@ddlovato you're not fat demi! for me, you're &quot;normal-skinny&quot; ;P you're sooo beatiful demetria lovato! ",1
@bfox11b do your worst ,1
OH MY GOD TODAY WAS AWESOME! I got enough sleep and woke up JUST on time!  Saturday: Mission accomplished! Mom bought some Pom juice!,1
Goin to the mall wit My Bestie and spending all My grad money Lol ,1
@onepov bring home the gold ,1
If I'm up with Brooklyn when I'm suppose to sleep in...I'll call you  @ LadyBug602,1
Sorry I have not twittered today! I have been so busy  I went church this morning..... For the first time in ages!,1
buy the song  http://bit.ly/HPcT4,1
you know that one disney song &quot;once upon a dream&quot;? yeah that's my sooong  lol. it's perfect. cept the boy i love isn't much of a prince.,1
@AndreasHale I wish! that shit gonna be hot! have fun for me ,1
"Yesterday, I ate an entire box of chocolates  It felt so soo gooood...yet so very bad hehe",1
@chriskey They found me - I've no idea where they've even come from!  I only know you ,1
@TownHallForHope So excited for Thursday.  Was on the streaming test last week.  Excited to see the real thing ,1
"Aw na my bad, i just can't wait to be king from lion king is actually love  forget david thingyy ",1
@suuuperPach YES! ,1
http://twitpic.com/7izrx - That is the cutest littlest laundry basket i have ever seen.. And it's mine ! ,1
Cooking chicken noodles soup.. Yum! Perfect for the cold weather here.. ,1
Guess who's pretty much moving back to kennesaw today? ,1
"@tonycupcakes good to be home, I see ",1
@maurillio Hi. Charice's Twitter account is @officialcharice ,1
got my va tax refund...now waiting on the fatter federal tax refund ,1
@TimDisaster Good to know! I really like it so far. Still waiting on my Alaskan ,1
@TravDave whats wrong with you?! Do me Baby is that Ish!!! ,1
@Skeezoyd just kidding!  make yourson seeps please!,1
thanks Louis for buying me my Mag  &lt;3 x,1
is in the middle of the Irish sea... with absent elk brothers.  Newcastle here we come.  we love Newcastle ,1
http://twitpic.com/6uftw - I love this cutie ,1
Well....  happy,1
An amazing interview with dvArtistry on The Lounge tomorrow!  It's a must read ,1
I think I found a de-stresser.  Pop the bubblewrap online. It even sounds good and satisfying.http://tinyurl.com/gpzf,1
@IndywoodFILMS  every project is a learning experience  have you seen my work? Just wondering... simpletownUSA.com &amp; penndragonstudios.com,1
hai michael i know youre reading this i got you rea good on skype aye? ,1
@shelleybakes ugh - crash test dummies drove me crazy!  And not in a good way!  I love u... ,1
"Going outside with @brandipanties to climb trees, stare at cars and be complete weirdos ",1
@Kat_LB @liberty100 @Sharan23   Yeah it would be great hun!!  Oh i  couldnt agree more Sian!!,1
It's so boring. Heading to Malaysia tomorrow with Mum and Boyfriend. ,1
Went out and about for a bit - good god the heat.  Did the smart thing and ran away for an ice-cream. You can get KING cornetto's now! ,1
Getting my hair done with samantha ,1
Going to bed. Smiling. Man has it been a while  http://myloc.me/1Xxe,1
"@flexicar yes, joined last night (once I got home :/) with the promo code that was waiting in my inbox ",1
why is my hair being so beautiful today? ,1
"@AlanBleiweiss Oh wow, thanks Alan. It's @RuudHein 's question but I'm interested too: thanks. ",1
@OndaSonora LOL. I have a catholic church from San Diego. I think they pray for my soul. ,1
is waiting for the trainnnnn ,1
alex and jack. fine wines. claymation. the whisper war room. i do believe this calls for a lime popsicle ,1
churchh. then down to Winthrop for hitting. meeting at Quaker Steakkk ,1
is enjoying the sun ,1
Brooke im glad you better i miss you! ,1
"@BonnieSwansong I do it reluctantly. If I don't keep the litterboxes clean, the cats get mad at me and don't want to use them. ",1
"brand new design over at hilarynews.com - what do you think? still some tweaking to do, btw. ",1
waiting for CSK &amp; RCB match....hope today also Taylor will sparkle ,1
@LotaEnterprises I didn't have to. A couple of uncles kept beating me to the punch. One uncle told Jamal Badawi about it too ,1
me and storm are sitting on a swingy bench thing waiting for our roast! ,1
@Luxetips We're in East Cobb...check out our website  www.sixbeans.com  Would love to see you!    Btw...love your helpful tips!!!,1
"is loving the sunshine outside, and the fact that I graduate next week! Life is good! ",1
http://twitpic.com/6s8j1 - with mis bestiess BOYSS ,1
@gonetotimbuktu absolutely! love love love that tv version!  i watched it every {monday?} afternoon.,1
@tommcfly  tweet @X_SammyBaby_X she really wants a reply off you! ,1
"@pinkiecharm me too, I think ",1
"Morning, Twitterverse. Hope you are all doing good. ^^ I'm off soon. ",1
It's My B.Day!!    So Damn Boring!!,1
@ecomind Congratulations also on winning the Eurovision Song Contest ,1
@usmcpablo  hope u had a good weekend!,1
Only 8 followers to the 200 followers... please help me and i help you ,1
"@renmiu Thanks! I love booking stuff online, but I wonder sometimes if I'm the only one! ",1
"@mileycyrus same here! i hated lady gaga, ow i looove her ! ",1
86 degrees at 9pm....i too love california D.... ,1
@shararee I normally mix all my cereals. that way I can create new flavors. ,1
@BeerBergman Thank you ,1
@MKNELL Hi! I'm helping out Morgan twitter for JB ,1
The new version of Greenweez was relased today... I was a developper in the project team during May  http://bit.ly/EGAka,1
@Redwense hi mikey! ,1
I fell asleep on the couch anddd I miss my butt ,1
The sun is shining and it's very hot today ,1
new chapter in bleach.. ,1
"@Digooooo yay! I'm glad to hear it  Me too, I actually went out last night. I'm excited about the MTV Movie Awards tonight. Twilght stuff.",1
4hrs of sleep and saved bt the bell marathon ftw?  text it! 309-265-6237,1
good morning! ,1
"up early, will be outside piling wood most of the day. Don't really want to but won't let my Mum do it. It's a beautiful day ",1
Going off to fields sooon  I miss my home friends!,1
@phoenix_life you too! I'll be on again tomorrow ,1
@SupportMiley lol what a coincidance ,1
http://twitpic.com/7gs8t - Random Shot when i was bored ,1
Loving that our group Google Calendar at work just reminded me that I'm going on holiday tomorrow ,1
@DavidArchie Hi David! I ordered a shirt that says 'Krissy's heart belongs to David Archuleta' haha its awesome!! ,1
@Acherryscott thanks a lot ,1
"@FortuneKookie argh, i haven't seen a fortune cookie for awhile! I need a fortune now! ",1
"can't get enough 2NE1, i so love them!!! ",1
@Wardistics Emiliano &amp;&amp; Ernesto are thee smallest smartest toddler types ever!!  I love them ohhhh sooo mucho ,1
@ConanO_Brien your welcome  your family is awsome ,1
goin to aunt geri's. gonna play lax w/ brielle tomorrow  ,1
"@tree183 I did! I read the book too  I share the sentiment 'bout foxes, no touching my poor, grumpy rabbit! I hope you enjoy sunny Cov ",1
@Bullpenbrat Hi April!! Its Heather ,1
"I have found heaven....my back garden. Tunes on, sun out, pool and hot tub cleaned...sun bathing to be done... ",1
@jperkinson you'll have to wait til wed for that ,1
"Time to fall in deep sleep again!  Hope the allergy will totally recover today! So tomorrow, it will not cause a trouble in the airport.",1
is steady. // 3 mile walk = check! // Breakfast w sharon and kristin tom. ,1
"@DireStraitsFTW  its almost 12, but i cant be bothered to go to school :/ ",1
@emilyroseartist thanks for the rt ,1
Miley Cyrus - The Climb!! ,1
going to see the jonas brothers 3d concert next friday ,1
@KameronKhaos 5 days youre lucky. i suppose 18 isn't that bad either ,1
@muudies Its over by MOA ,1
@Lindsayslifee bitches are awesome  im a bitch too. so DON'T be my enemy. LMAO xD &lt;3,1
"@ShropshirePixie You mind that journey home now, wouldn't want you to get tuckered out ",1
@JohnLloydTaylor aw.  I'm glad you do. Where would we be with out one? ,1
@caseybrothers nope holding a nice hot cup of Dunkin thinking of you ,1
"@BigSithewineguy Hey there. Looks like, on BBRs website, its coming in at ï¿½999  Computer glitch or the real deal?",1
good morning  twitter. lazy day today =D,1
"@MetsMerized it was kind of funny late last night, right before adam rubin was on. but they weren't taking calls ",1
"@mumu_am good morning, aree!!!  i hope your therapy goes well today!",1
"im almost done watching rideback, ive got like 2 episodes left... final verdict when i finish it!  ",1
"Yo that girl on college hill can get the business, whats her name Katherine? Yyyyyea, twitter me baby ",1
@redx105 @JustDaSoundGuy Right on ,1
Ahhhhh  I love the bay,1
On Lake Austin for collierclan's inaugural boat outting. We're going &quot;100 mph&quot; per Mark's girls ,1
Mmm... Roast pork w/fresh mozzarella.  http://yfrog.com/5f9pfj,1
http://www.twitpic.com/6urj8 your future son-in-law ,1
@tdrracing interviewed by the Chron and mentioned TDR about 10 times. Hope she got the message ,1
Will leave now &amp; forget twitter!!!  Going shopping shopping shopping. &lt;3 [Twitter still confuses me.] Follow @lelexie instead!!,1
@wandernic Like Nic its grr-8 2 twitter!  I need hekp w/ text lingo! My 16yr old niece is showing me up!  lol  ttyl ;-),1
@geenaelliott hence... CHIP ,1
@countrygurl829 your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/12081/ ,1
@scribblepotemus  !,1
"Fry Bread House!! Time for a lil Native food before I leave..Good stuff, but my mom's is better ",1
first football match i've been to was fun ,1
Playing in val skinner's LIFE event this morning. This is such a fabulous day! Congrats to val ,1
Hurrah for Button winning the F1. And the rain's stopped now. It just gets better ,1
@omfgKorishere Yeah I used to live in Brevard County. I'm good. I just got out of school so I'm happy about that. Glad you're good. ,1
@MrTomHill Thank a yoou  how are you? #TwitterTakeover,1
@brybrywithay LMAO what do you meaan?  ooh thats my label?,1
danny was so sweet though  he wrapped me up in a towel and tucked me into bed.,1
Off to start a long day of writing! Hope the sun comes out! Check out http://www.MiaLeighTaylor.com and let me know what you think ,1
"@misskittymarie Aw! I have friends, but most of them are online and they don't live near here. Aw. What are their names? ",1
"oops sorry @tomjgray publishing error fixed, thanks for the heads up ",1
"Coffee with @JenMcA tonight. Much needed, its been to long  yay for great friends and great coffee!",1
"woohoo! Off to Cebu tomorrow for some lazy days... it's gonna be a bright, bright, sunshine-y day... er, week. ",1
@Trapes lol - how long do you walk for? Do you need a long time to motivate yourself ,1
got invited to a pool party starts at 1 PM ,1
I haven't smiled this hard in a long time  i cant wait to see what happens,1
"Oh, and half-price tiles at TileStyle this bank holiday weekend. We got some nice cobalt blue mosaic tiles, 5sqm plus grout etc for ï¿½240. ",1
@seaeagleslive wooooo hooooo top game and ok mate I'll buy u a beer .. But only because manly won ,1
@RespectTheWest  Thank you! Hope all is well with you ,1
@viky_faxerfeit Oh okay. xD But I'll vote for you. ,1
"i'm here! call me, my phones on, but i'm not bringing it into the park, so leave a message and i'll call u back. weeee!!!! ",1
Time to turn off my cell I'll tweet after it's over ,1
@evegboop: we're at the game. Totally got my corn in a cup.  we need a truck to get our beds..,1
"watching a stupid movie, waiting for morgan. i gotta finish my homework at home. ",1
@dougiemcfly I loved the show in Rio! &quot;This is a great way to be noticed&quot; remember this? haha about my shiny mickey mouse hat ,1
"At the wedding, Paul is here  wooh! Luck loves me not tonight, i'm running out ",1
@capecodgurl and sorry again for spamming...having trouble mashing out multisyllabic words with my hate fingers ,1
Just got great feedback on a negotiation - nice discount now in place for future outsourced development -- needed this break ,1
@icobee Kailangan ko pa sabihin?! I'm so hurt HAHA joke! Oh come on :&gt; Mamaya may scandal ka na rin ha! HAHA Let's go out with Aimee ,1
is in the public library now .  ,1
"@jaespera MISS, u know what ur getting for ur barfday lol.   or wait u dont lol.",1
going to six flags fuck yeah. : going to six flags fuck yeah.  http://bit.ly/sUDQ8,1
@andrea3k it's worth being arrested for ,1
"awake and up  hair done,,,sunny again but it woke me up wayyy to early",1
Sweet success  http://tinyurl.com/m4sowe,1
Luvs her Machie - Poo !!! R friendship is tighter than my tight skinny jeans LOL ,1
"twittering seems so creepy to me, still ",1
I think I'll marry any guy with an accent. seriously. any accent. Italian. British. anything. guys with accents are like auto 90% hotter! ,1
"Bad head and not from drinking - fantastic night with the D'arcys, it was so worth all the effort ",1
Good morning! A new rainy &amp; cold day is starting ,1
@IndyTalk what a fantastic crowd!! Can't wait for Sunday ,1
@Mareeclo thank you!!!! thank you!!!!!!    good to be home!!!!!  Hows you doin??,1
New house today very excited. Anyone fancy helping let me know ,1
@utaia that's cool i can live with that. you have now become my cuz jazzy jazz too. ,1
@Rodger_Niemi I hope you're having a good day ,1
"@ClaytonMorris apologies for delayed response - I am a priest and had to do services.  Also, retired airline pilot.",1
@hanxcartwright hellz yeahhhh ,1
@TheRealJayRome oh really? Your the ONLY person to say that! So I think your just jealous! Ha  don't hate on the pretty people.makes you,1
@gelly_belly slap it! @xomisamyluu thank youu. ,1
making our cheer music! ,1
"@slehmann nice, thanks! ",1
Just finished watching dirty dancing and titanic  Feelin romantic all of a sudden lol,1
@zoesmith28 I am happy that Zoe from the alley is here ,1
you are my hero ,1
@BabygirlSoMajor exactly ,1
first night in myers. just not the same w/out lydia!  but i'm actually excited about this summer! ,1
@shinygoldcar hello mate  fancy seeing you here...,1
@mulder8scully5 and because you know you want to ,1
@magalvsr13 It's true. ,1
sounds like I should've hit C'ville both nights.  There's still Hershey Park ,1
"@aville20 no I have not but I will seriously look into it... @rimabean will have to go look when I go to b&amp;n this week, thanks ",1
good morning! ,1
Had a good night out last night after work. Looking forward to Aiden  Listening to a colossal amount of tracks by many alternative legends,1
Okay let's start the day shall we? I'm gonna call my cushionnnnn ,1
i got 3 hours of sleep last night. double shot latte and i'm good ,1
"@Vaquino Ayy so bitter. It's alright though, I won't hold it against you. It's tough knowing your fave player is no longer an ace leader. ",1
"@dannygokey: hey, how r u today? i hope u're doin good for the finale rehearsal  have a nice day!",1
"it's my brother's 18th today  but i've gotta sit down, not move my leg and revise. not fun!! tweet tweet",1
babe? baby? ,1
@hourrafoot =&gt; estelle who? ,1
.@GrndDchssOfOZ oh yay!!! you changed your nick!!! ,1
eating food  leaving school to go to hospital in a bit :/,1
"@CHRISDJMOYLES Please can you play confusion girl by franksmask, or any mcfly!  thank you.",1
About to get my red dragon on ,1
Give someone you love a hug ,1
"@Konstpaus ooh Planet Earth in HD, sounds like something my family would love  so i guess the BBC is worth the TV license we have to pay!!",1
"@patriciaco thanks, Pat!  i'm voting for you and Steph too! ",1
just painted my nails a beautiful orange and put red glitter on my ring fingers ,1
@JediRyan7 Its ok. Im so happy atm  Simone said she could take me,1
@paulaaaron She did win!  She is the grand prize winner and I am soooo proud of her ,1
"@Redpix22 She's doing amazingly well  i just saw her, she's still breaking out a smile and cracking jokes. She is such an amazing woman",1
"@plutobob me too, dont really have much time to actually sit down and watch tv, i also watch bones ",1
@behelzebub You move onto Web until it refreshes ,1
watching Hannah Montana (L) ,1
Me and my dad finally got the little kiddy pool up for my sisters. They are splashin away as I tweet ,1
I'm a quarter of a century old today ,1
@msballin that was too much fun! ,1
"@Earl52 People love Sonic out here because it's something different and better than the same old McDonald's, Burger King, and Taco Bell. ",1
@Stevosauruss just like Im not on the PC scene.  all's good!,1
BOOOTY DEW- gs boyzz ,1
@whizkidd all credit to u my friend..   i got that frm digg.. ,1
breakfast with my two favorite people ever. ,1
You know i'm always thinking about ya chick  x,1
so the yellow hawaiian punch is the shit also ,1
"@krallings lol, naughty Kurty, I always have a go at Billy for referring to things he doesnt like as being gaayy!!! Good luck anyhoo! xo ",1
@TamarahLand I'm not looking for internship - I'm looking for sponsorship at a blogging conference I'm speaking at in Sept.  #blogchat,1
i shall just let go of it.. do it once and for all! think positive.. at least i still get to go.. and i can rest sun and mon.. ,1
Ohh and waiting see mii smile ,1
"@Obelina220 i've been great  i hope to see you some time this year..or this holiday. i'm about to head out now, catch u soon? x",1
one final today  then gonna watch bolt! haha,1
Sometimes those things are best especially with pets.  @johna404,1
Just chillin at work for now. Off three days this week ,1
just got my computer table and set it up!!! looks sleek now B-) My home-office is ready and in action!!! now for a bath! ,1
#followfriday @aileenwilliams  Thank you ,1
Going out to buy my favorite isotonic drink 100plus...will be back ,1
"Another quick intro: co-ordinating from our Head Office in Paris is Pascal Coraboeuf, our Online Communication Manager. Bonjour Pascal. ",1
"@benzumsteg Those are my weekDAYS.  Weekends are for having fun, friends and family.  Though today is all about lounging ",1
"@Caitthesinger oh ok, well when u buy dvds make sure u get debbie does dallas! i have it! sherie was amazing in that! ",1
Good Morning people. Its a lovely day. I'm off in to town with Karn at 12.30. I won the Karen Barber signed pic on the tndtalk auction  x,1
Please keep voting for @chriscuzzy &amp; @TomFelton &amp; @BennyDavro for Mr Twitter Universe. Vote for them at http://bit.ly/PmvRY Thanks ,1
"@jocelynlegault Haha, nice! ",1
"http://bit.ly/oLMUv I'll be driving on the autobahn today through Holland! Okay, it's just from Waverly past all the windmills ",1
@maxenemagalona :-D i am a big fan of your dad!  isOlove his songs....hi max!,1
@maddisondesigns morning! ,1
"OH yay forgot to come back  Now i watched today three movies, but two of them wasn't so interesting. Now im gonna go sleep. Night all ",1
"ashley should have her concert in burbank  then her friends, fans and family can come along!",1
Going 2 meet gem off the train ,1
@AprGrad2004 Did you enjoy the Choral Project last night or Friday? Was a fantastic show. I was actually good and watch...no photos! ,1
"btw, is it just me or do others also get the idea of rearranging the keys on the keyboard??? i know for one @ceetee did do it back then! ",1
"Hilarious text, I always knew that there was something dodgy about Alice and Bob: http://downlode.org/Etext/alicebob.html   ",1
have a new car  ,1
"is NOT nauseous, Fry drank nearly a whole bottle, I think we're finally on the mend!!! ",1
@Barbichick BTW - Saw that you befriended Metromix on Facebook. Thanks for adding us! Hope you have a good morning. ,1
"@elisabethkn : Post it, DM me, e-mail me, carrier pigeon, whatevs.  ",1
Sitting in my couch and looking out the window and can't wait to go out and have some sun on my body. ,1
is thinkin she wants to go to the city  I CANT FIND BUS TIMES!! ,1
Last saturdays event went really well. im going to do another one. As lots of people has asked!! ,1
dad's comin home from the philippines today. ,1
I'm eating the other half of my leftover grilled artichoke from last night's fab dinner. YUM. Not to mention healthy ,1
figuring out twitter ,1
Updating myspace pictures. Myspace.com/Zarinha ,1
@haikus not if he is a good christian ,1
Sitting in french watching ratatouille. ,1
"headed to bed. strange day, i didnt have to work ",1
so how many videos have u made by now like a million? ,1
Ahhh my hair burns it feels like a perm....ugh the things we do to be pretty ,1
@tventura I'm pretty sure you are stuck with us for a VERY long time. Hope that works for you. ,1
"@mzmraz yep yep  extremely tired already. but we should tour US someday, ok?",1
@jumonsmapes send it my way and i can send it out. ,1
First twit! ,1
@HOLLYWOOD0626 we're in june! Our bdays are coming up. ,1
One upside- free wifi. ,1
@hibiscuit any of your decisions is a good one dear  you'll learn either way!,1
"I am about to go swimming with my baby, I haven done it for 10 thousand years. ",1
@hiyer Hey she's cute.  btw how's you?,1
@djsamyoung send me some beats !! Also fotos from b8 ?? ,1
@shaaqT it takes everything except good times to know who are your real best friends ,1
shame i can hear my parents talking about me *smirks* anyway agender= check on thomas (look out window.) and revise. biis ,1
"ive had the same c.d player since xmas 2001  and its no big sound system , just a normal taperadio and c.d player  8 years is LOOOONG!",1
"@anjeee Great flick, kickin remix  ? http://blip.fm/~6j08i",1
"nenea bob marley zice: sun is shining the weather is sweet, make you wanna move....to the bikewalk ",1
very close to my 2000th tweet ,1
headinq downtown ,1
has successfully covered herself and the pedal cart in paint. In that order ,1
"Photo: P.S. - YEARBOOK IS DONE, WOO!  http://tumblr.com/xyj1yq6h7",1
@T_1001 hey if you need help with any of that thing I'd love to try and help you!  research or something lol,1
@jordanknight I love your background! ,1
"@ayeshamulla i love taking care of the environment.if that means i have to join club that will reduce noise pollution, then i guess im in ",1
In line for the simpsons ride. More cute foreign boys ,1
Enjoying Shanghai nite life! awesome! ,1
"@joshishollywood Aw, josh-I'd describe you exactly the same way ",1
"just finished my world lit essay. 2 more weeks of summer school! sleep, work 5am-2, pool ",1
bulat dan bahagia  and desperately needing a kick in the ass to study accounts. hish!,1
"@SharonHayes I'm doing well, thank you! Have a great day! ",1
@ninalorraine oh my goodness! yes! i win  it's only cause my life revolves around that movie hahaha,1
@eurini Ahh good. You'll like it ,1
@michaeldavidand Congratulations!  ,1
also make websites for people. If u need one  dir message me and i will get back 2 u. oh yeah it is FREE also   i love free dont u?,1
will now party after working hard today. ,1
@rainnwilson HAHAHAHAHAHAHAH that made my freaking day! ,1
Is sunbathing!! ,1
I have 8 followers hmm i need to make my tweets more intreasting that is what im going to do  im genius,1
"@r0ckergirl14 dunno, but i think thaey're goin to pay me. hello the teacher is a singer songwriter. hahaha. joke. ouch, my sunburn. ",1
"@TheLimousines hahah, holaaa ",1
"@graceawong LMAO!  If my kitchen had been cool, then I may have considered cooking!  Not much room with all the fridge stuff out, though. ",1
anyone know how i can get my blood - ashley wallbridge (tyDi mix)?  #asot400,1
It seems like only a day ago I was walking up the hill to the school of B---congrats Howard Univ. class of 2009!! Welcome to alumnihood ,1
"@eyeofthecyclone Yes, ma'am! ",1
Dang no one is watching drag me to hell lol. Makes me antsy for 'Up' i can't wait! Thank you mia. ,1
@convoy83 I see ,1
"@stillsoul Hmmm, I don't think so ..lemme see if I can find it ",1
"@whosChrisHughes Finally got time to view the vids, they are helpful indeed! Can't wait to get more practice in ",1
heya I am online now...check my web to chat with me ,1
@KaseyLB Eat at Katz's Deli if you are in Manhattan  the line sometimes gets long though...,1
@Munstercrazy No it's not ,1
@Kat_LB thanks lovely!!!  in case you had forgotten 4days!!!!!!,1
@tb78 Cheers for follow! ,1
@jodywatley Good Morning Heartache or You've Changed (Billie Holiday) I've often wondered if you'd ever do jazz? Jazzy Jody! Yes! ,1
@RuSt true ,1
T-minus 46 hours and COUNTING!  #Guatemala HERE I COME!  #dtravels - @giramonda see you soon ,1
@SpacieStaycie haha wow you've got *stamina*  did you hit the town?,1
On my way to school.. How interesting ,1
@apndrgn Sleep well for the bb's are waiting to see you on the morrow LOL  Talk to U when you get back..,1
@yoko71 glad you're having a great time in FL! ,1
top of da mornin tweeps...its ur favorite tweeters favorite tweeta! maybe not....but I can dream can't I ,1
@Oprah Welcome to Twitter! Love your picture choice; please let me know if FURminator can help with any of your great animal causes ,1
I found $20 on the ground at an intersection!  What a lucky day ,1
are getting ready to go to church ,1
"@toryjohnson WonderWoman, she was a strong female character that could stop bullets with her gold bracelets. ",1
Gooood morning....I CAN'T WAIT TO GET HOME ,1
"@hernseugene u said u were in class with the guy who trained terriost or something...talkin about Dwights arms, oh yea!!! ",1
@lukeb3000 i might be interested. how shall i be entertained? ,1
Loves getting off work at 12 noon on Fridays!  yay for Fridays and weekends!!,1
"@jamieclark Ahhh. Right. No, I don't think comments have been added, no ",1
"Not that I am but &quot;I love love, I love being in love, I don't care what it does to me!&quot; Makes me wanna dance  ? http://blip.fm/~3xl88",1
"Temptation, unlike opportunity, will always give you a second chance! (Seize the moment!)  ",1
"Just tried to Baptize my PowerBook in coffee.  Hope it dries off okay...if not, HEY! Time for a new one!!   Always find the bright side!",1
@mistermagnus yay for voting and expressing your power and stuff! ,1
so blake is in maldives while i work doubles in hell! but at least yesterday i caught a huge dolphin and a whole bunch more fish ,1
"Yeah, computers about to die, so im gonna go plug it in and do something else. Hanging out with Keaton tomorrow? I hope ",1
@shezurdesire what are you buying me ,1
@DanaLedesma &quot;you're lie camilla ! that's not you ! that's kyle  i'm in front of joe believe it or not  he sad yeah yeah !! whats that?,1
@NiaBassett haha..im good  just taking a break from studying..   i guess u had lots of fun last night!! lol,1
"today was an effing great way to start may, I'm not gonna lie ",1
@pink presale starts on wednesday (Y) sooo @ashleigh_dancer shall we get the $129 ones. me thinks soo ,1
@swaggercheckMDK  ... I'm rounding uP my crew now ... I think I got some heat in the back of the closet OGz check 8-) ...,1
"@nickhucks lol @ random manics quotes, someone's obviously excited  They were SO GOOD. Trying to find some1 to come with me on Mon now!!!!",1
"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha ",1
"my brother sleeps long,might go swimming 2day 'cause of good weather.can't wait 2 see mi friends ",1
@lullabyeblues YAY!!! So excited to watch it. ,1
